"age,income,loanamount,creditscore,yearsexperience,gender,education,city,employmenttype,loanapproved,income_loan_ratio,risklevel,experiencegroup,incomegroup"
"62,52628.0,34065.0,579.0,21,Female,Masters,New York,Salaried,0,1.5449288125642155,High Risk,Expert,Medium"
"68,35521.0,24485.0,694.0,17,Female,Bachelors,Houston,Self-Employed,0,1.4507249336328365,Low Risk,Senior,Medium"
"41,48926.0,24858.0,374.0,15,Male,Masters,New York,Unemployed,0,1.9682194866843672,High Risk,Senior,Medium"
"52,66974.0,11411.0,397.0,4,Female,Masters,New York,Unemployed,0,5.869248970291824,High Risk,Junior,High"
"41,25857.0,23379.0,682.0,0,Female,Masters,San Francisco,Self-Employed,1,1.1059925574233287,Low Risk,,Low"
"34,39540.0,10543.0,669.0,18,Male,Bachelors,San Francisco,Self-Employed,0,3.750355686237314,Low Risk,Senior,Medium"
"22,22767.0,34142.0,579.0,9,Female,High School,Houston,Salaried,0,0.6668326401499619,High Risk,Mid,Low"
"37,58055.0,11905.0,555.0,20,Male,High School,San Francisco,Self-Employed,0,4.876522469550609,High Risk,Senior,Medium"
"38,68382.0,13628.0,608.0,12,Female,Bachelors,Chicago,Self-Employed,1,5.017757557968888,Low Risk,Senior,High"
"57,47249.0,8215.0,475.0,23,Female,Masters,Chicago,Salaried,0,5.751552038953134,High Risk,Expert,Medium"
"48,34917.0,20687.0,527.0,22,Male,Bachelors,Houston,Unemployed,0,1.6878716101899744,High Risk,Expert,Medium"
"63,35356.0,20350.0,646.0,22,Female,Phd,New York,Self-Employed,1,1.7373955773955774,Low Risk,Expert,Medium"
"53,45544.0,32106.0,641.0,10,Male,High School,San Francisco,Salaried,1,1.418551049648041,Low Risk,Mid,Medium"
"28,45487.0,26211.0,538.0,1,Male,Bachelors,Houston,Salaried,0,1.7354164282171607,High Risk,Fresher,Medium"
"69,63677.0,13674.0,649.0,5,Female,Bachelors,Chicago,Self-Employed,1,4.656793915459997,Low Risk,Junior,High"
"32,39967.0,26987.0,754.0,10,Female,Masters,New York,Unemployed,0,1.4809723200059288,Low Risk,Mid,Medium"
"36,56526.0,10052.0,740.0,14,Female,Phd,San Francisco,Salaried,0,5.623358535614803,Low Risk,Senior,Medium"
"24,45418.0,14253.0,814.0,8,Female,Masters,New York,Self-Employed,1,3.1865572160246964,Low Risk,Mid,Medium"
"68,38829.0,20948.0,380.0,11,Female,Phd,New York,Unemployed,0,1.8535898415123162,High Risk,Senior,Medium"
"45,45044.0,10945.0,660.0,35,Male,High School,San Francisco,Self-Employed,1,4.115486523526725,Low Risk,Expert,Medium"
"68,55048.0,28517.0,587.0,27,Male,Masters,San Francisco,Salaried,0,1.9303573307150121,High Risk,Expert,Medium"
"60,63724.0,38235.0,307.0,22,Male,Bachelors,Chicago,Salaried,0,1.6666405126193278,High Risk,Expert,High"
"22,46220.0,17644.0,386.0,26,Male,Masters,Chicago,Salaried,0,2.6195873951484923,High Risk,Expert,Medium"
"22,31941.0,14787.0,585.0,23,Male,Masters,New York,Self-Employed,0,2.1600730371272063,High Risk,Expert,Medium"
"47,64996.0,18963.0,698.0,13,Female,Phd,New York,Salaried,1,3.427516743131361,Low Risk,Senior,High"
"49,36527.0,15541.0,373.0,34,Male,Phd,Chicago,Self-Employed,0,2.3503635544688244,High Risk,Expert,Medium"
"25,53912.0,22094.0,738.0,26,Male,Bachelors,Chicago,Unemployed,0,2.4401194894541502,Low Risk,Expert,Medium"
"27,49628.0,9421.0,422.0,20,Female,High School,New York,Unemployed,0,5.267805965396454,High Risk,Senior,Medium"
"55,47621.0,22548.0,676.0,12,Female,High School,Houston,Unemployed,0,2.1119833244633672,Low Risk,Senior,Medium"
"64,42695.0,35295.0,442.0,7,Female,Phd,Houston,Unemployed,0,1.2096614251310385,High Risk,Mid,Medium"
"49,59302.0,3983.0,457.0,33,Female,Bachelors,Houston,Salaried,0,14.888777303540046,High Risk,Expert,Medium"
"65,-3731.0,10651.0,729.0,22,Male,Masters,San Francisco,Salaried,0,-0.3502957468782274,Low Risk,Expert,"
"45,67047.0,16440.0,579.0,8,Female,Bachelors,Chicago,Self-Employed,0,4.078284671532847,High Risk,Mid,High"
"34,36312.0,24335.0,709.0,0,Male,Bachelors,Houston,Unemployed,0,1.4921717690569138,Low Risk,,Medium"
"48,56119.0,27123.0,670.0,35,Female,Bachelors,Houston,Unemployed,0,2.0690557829148695,Low Risk,Expert,Medium"
"25,55325.0,26479.0,408.0,15,Female,High School,Chicago,Self-Employed,0,2.089391593338117,High Risk,Senior,Medium"
"57,69125.0,6466.0,335.0,24,Male,Masters,San Francisco,Self-Employed,0,10.690535106712032,High Risk,Expert,High"
"42,52966.0,14605.0,389.0,17,Male,Bachelors,Houston,Self-Employed,0,3.6265662444368365,High Risk,Senior,Medium"
"26,37563.0,12797.0,714.0,33,Female,High School,San Francisco,Self-Employed,0,2.935297335312964,Low Risk,Expert,Medium"
"19,25929.0,19478.0,595.0,37,Male,High School,San Francisco,Unemployed,0,1.3311941677790327,High Risk,Expert,Low"
"32,44768.0,20146.0,345.0,2,Female,Phd,New York,Salaried,0,2.222178099870942,High Risk,Fresher,Medium"
"67,20627.0,9046.0,787.0,19,Female,Masters,Chicago,Unemployed,0,2.2802343577271724,Low Risk,Senior,Low"
"20,40573.0,16484.0,469.0,18,Male,Bachelors,New York,Self-Employed,0,2.4613564668769716,High Risk,Senior,Medium"
"66,45611.0,24644.0,445.0,12,Male,Masters,Houston,Salaried,0,1.8507953254341827,High Risk,Senior,Medium"
"53,39651.0,14973.0,719.0,16,Male,Phd,New York,Unemployed,0,2.6481667000601083,Low Risk,Senior,Medium"
"21,50627.0,18398.0,302.0,13,Female,Phd,Chicago,Self-Employed,0,2.7517664963582997,High Risk,Senior,Medium"
"31,46458.0,33575.0,562.0,29,Male,Bachelors,San Francisco,Salaried,0,1.3837081161578555,High Risk,Expert,Medium"
"58,45085.0,35920.0,620.0,21,Male,High School,San Francisco,Salaried,1,1.2551503340757237,Low Risk,Expert,Medium"
"58,49488.0,2709.0,545.0,28,Female,Phd,Houston,Self-Employed,0,18.26799557032115,High Risk,Expert,Medium"
"42,30579.0,20911.0,776.0,1,Male,High School,Chicago,Salaried,0,1.4623403950074123,Low Risk,Fresher,Medium"
"27,62064.0,23831.0,392.0,13,Male,Bachelors,Houston,Unemployed,0,2.6043388863245354,High Risk,Senior,High"
"38,22418.0,20148.0,832.0,33,Male,Bachelors,Chicago,Unemployed,0,1.1126662696049237,Low Risk,Expert,Low"
"53,37779.0,30502.0,638.0,12,Female,Phd,Chicago,Salaried,0,1.238574519703626,Low Risk,Senior,Medium"
"29,66079.0,21745.0,559.0,9,Male,Masters,New York,Salaried,0,3.0388135203495055,High Risk,Mid,High"
"44,39229.0,25673.0,536.0,7,Female,Phd,San Francisco,Self-Employed,0,1.5280255521364858,High Risk,Mid,Medium"
"57,48328.0,18318.0,440.0,6,Female,Bachelors,Chicago,Self-Employed,0,2.638279288131892,High Risk,Mid,Medium"
"19,71627.0,21628.0,779.0,12,Male,Masters,San Francisco,Salaried,1,3.311771777325689,Low Risk,Senior,High"
"30,44576.0,23413.0,649.0,25,Female,High School,San Francisco,Unemployed,0,1.9038995429889378,Low Risk,Expert,Medium"
"49,42429.0,26924.0,429.0,31,Male,Phd,Chicago,Salaried,0,1.575880255534096,High Risk,Expert,Medium"
"48,47644.0,16546.0,836.0,18,Female,Phd,San Francisco,Unemployed,0,2.8794874894234255,Low Risk,Senior,Medium"
"33,77801.0,16329.0,310.0,14,Male,Masters,New York,Self-Employed,0,4.764590605670892,High Risk,Senior,High"
"49,56693.0,4580.0,556.0,1,Female,Bachelors,Houston,Salaried,0,12.378384279475982,High Risk,Fresher,Medium"
"49,50286.0,16903.0,668.0,36,Female,Phd,Houston,Salaried,1,2.974974856534343,Low Risk,Expert,Medium"
"51,42135.0,27624.0,693.0,18,Female,Masters,Chicago,Salaried,1,1.525304083405734,Low Risk,Senior,Medium"
"28,58082.0,23706.0,718.0,32,Female,Bachelors,New York,Unemployed,0,2.450097021851008,Low Risk,Expert,Medium"
"27,59895.0,12026.0,318.0,38,Female,Phd,Houston,Self-Employed,0,4.980459005488109,High Risk,Expert,Medium"
"32,33902.0,4769.0,409.0,32,Female,Masters,New York,Unemployed,0,7.108827846508702,High Risk,Expert,Medium"
"34,60299.0,18861.0,736.0,0,Male,Bachelors,Chicago,Self-Employed,1,3.197020306452468,Low Risk,,High"
"57,47733.0,27390.0,804.0,38,Female,Phd,New York,Unemployed,0,1.7427163198247535,Low Risk,Expert,Medium"
"35,50372.0,16169.0,333.0,27,Male,Phd,Chicago,Self-Employed,0,3.115344177129074,High Risk,Expert,Medium"
"26,36736.0,8441.0,587.0,16,Female,Bachelors,Houston,Unemployed,0,4.352090984480512,High Risk,Senior,Medium"
"42,44000.0,15284.0,554.0,5,Male,Bachelors,Houston,Salaried,0,2.8788275320596703,High Risk,Junior,Medium"
"57,34548.0,22609.0,433.0,19,Female,Masters,Houston,Unemployed,0,1.528064045291698,High Risk,Senior,Medium"
"31,33827.0,29939.0,798.0,12,Female,Phd,Houston,Salaried,0,1.1298640569157286,Low Risk,Senior,Medium"
"42,55656.0,17946.0,696.0,11,Female,Phd,San Francisco,Salaried,1,3.1013039117352057,Low Risk,Senior,Medium"
"67,44673.0,28439.0,786.0,29,Female,Masters,New York,Salaried,1,1.570835824044446,Low Risk,Expert,Medium"
"39,30505.0,27552.0,512.0,20,Female,Phd,New York,Unemployed,0,1.1071791521486642,High Risk,Senior,Medium"
"69,49488.0,10587.0,649.0,1,Female,Phd,New York,Salaried,1,4.6744120147350525,Low Risk,Fresher,Medium"
"47,33130.0,30006.0,318.0,17,Female,Phd,Chicago,Unemployed,0,1.1041125108311671,High Risk,Senior,Medium"
"37,49488.0,22361.0,418.0,27,Female,High School,Houston,Self-Employed,0,2.213138947274272,High Risk,Expert,Medium"
"38,27853.0,10347.0,601.0,3,Male,Bachelors,Houston,Unemployed,0,2.6918913694790763,Low Risk,Junior,Low"
"61,56848.0,34087.0,584.0,5,Male,High School,San Francisco,Unemployed,0,1.6677325666676446,High Risk,Junior,Medium"
"49,46242.0,18995.0,526.0,37,Female,High School,San Francisco,Unemployed,0,2.434430113187681,High Risk,Expert,Medium"
"68,40564.0,4452.0,806.0,8,Male,Bachelors,Houston,Self-Employed,1,9.11141060197664,Low Risk,Mid,Medium"
"63,52951.0,14350.0,800.0,19,Female,High School,New York,Self-Employed,1,3.689965156794425,Low Risk,Senior,Medium"
"66,50934.0,12380.0,511.0,29,Male,Masters,New York,Self-Employed,0,4.11421647819063,High Risk,Expert,Medium"
"38,37813.0,14546.0,579.0,36,Female,High School,Houston,Salaried,0,2.599546267014987,High Risk,Expert,Medium"
"52,37134.0,16439.0,786.0,37,Male,Masters,Chicago,Unemployed,0,2.25889652655271,Low Risk,Expert,Medium"
"49,26391.0,17941.0,620.0,3,Male,Bachelors,New York,Unemployed,1,1.4709882392285827,Low Risk,Junior,Low"
"47,54583.0,17640.0,522.0,37,Female,Phd,Houston,Salaried,0,3.0942743764172334,High Risk,Expert,Medium"
"56,31193.0,19220.0,490.0,12,Male,Bachelors,Houston,Salaried,0,1.6229448491155047,High Risk,Senior,Medium"
"66,50060.0,24699.0,799.0,34,Female,Bachelors,San Francisco,Unemployed,0,2.0268027045629378,Low Risk,Expert,Medium"
"29,58887.0,14029.0,794.0,29,Female,High School,San Francisco,Salaried,1,4.197519424050181,Low Risk,Expert,Medium"
"58,53121.0,29448.0,536.0,3,Male,Bachelors,Houston,Salaried,0,1.8038916055419723,High Risk,Junior,Medium"
"64,39153.0,10199.0,321.0,24,Female,Bachelors,Chicago,Self-Employed,0,3.838905775075988,High Risk,Expert,Medium"
"35,63632.0,24921.0,626.0,30,Male,Masters,Houston,Salaried,1,2.5533485815175956,Low Risk,Expert,High"
"38,43880.0,33146.0,844.0,11,Male,Phd,New York,Salaried,1,1.3238399806914862,Low Risk,Senior,Medium"
"30,29988.0,18581.0,426.0,14,Male,High School,Chicago,Unemployed,0,1.6139066788655079,High Risk,Senior,Low"
"38,45744.0,21548.0,664.0,25,Male,Phd,Chicago,Salaried,1,2.122888435121589,Low Risk,Expert,Medium"
"25,58802.0,12256.0,343.0,9,Male,Phd,San Francisco,Salaried,0,4.797813315926893,High Risk,Mid,Medium"
"63,39884.0,15906.0,818.0,11,Male,Phd,Houston,Salaried,0,2.507481453539545,Low Risk,Senior,Medium"
"57,63173.0,32541.0,579.0,21,Female,High School,San Francisco,Self-Employed,0,1.941335545926677,High Risk,Expert,High"
"63,38445.0,25988.0,429.0,39,Male,Bachelors,New York,Unemployed,0,1.4793366169001076,High Risk,Expert,Medium"
"24,40487.0,23348.0,828.0,20,Male,Phd,San Francisco,Self-Employed,1,1.734067157786534,Low Risk,Senior,Medium"
"40,34309.0,4496.0,620.0,34,Male,High School,New York,Salaried,0,7.631005338078292,Low Risk,Expert,Medium"
"61,60256.0,14268.0,485.0,6,Female,Bachelors,Houston,Unemployed,0,4.223156714325764,High Risk,Mid,High"
"49,49201.0,33912.0,647.0,17,Female,Phd,Houston,Unemployed,0,1.4508433592828498,Low Risk,Senior,Medium"
"28,35304.0,23287.0,780.0,26,Female,Masters,San Francisco,Salaried,0,1.516038991712114,Low Risk,Expert,Medium"
"39,44057.0,24285.0,660.0,34,Male,High School,San Francisco,Self-Employed,1,1.814165122503603,Low Risk,Expert,Medium"
"39,3933.0,21364.0,586.0,1,Male,Phd,San Francisco,Salaried,0,0.18409473881295638,High Risk,Fresher,Low"
"60,61670.0,15096.0,481.0,31,Male,High School,New York,Self-Employed,0,4.085188129305776,High Risk,Expert,High"
"42,47439.0,22660.0,750.0,14,Female,Masters,Chicago,Salaried,1,2.09351279788173,Low Risk,Senior,Medium"
"39,13906.0,7758.0,396.0,23,Female,High School,Chicago,Unemployed,0,1.7924722866718226,High Risk,Expert,Low"
"45,28150.0,7156.0,613.0,19,Female,Bachelors,San Francisco,Unemployed,0,3.9337618781442147,Low Risk,Senior,Low"
"46,43676.0,14118.0,845.0,9,Male,Phd,San Francisco,Self-Employed,1,3.0936393256835246,Low Risk,Mid,Medium"
"30,30287.0,21537.0,320.0,23,Male,High School,Houston,Salaried,0,1.4062775688350282,High Risk,Expert,Medium"
"35,61900.0,7443.0,796.0,23,Female,High School,San Francisco,Self-Employed,1,8.316539029961037,Low Risk,Expert,High"
"19,49488.0,21016.0,702.0,23,Male,Phd,Houston,Unemployed,0,2.354777312523791,Low Risk,Expert,Medium"
"46,55393.0,12044.0,423.0,39,Female,Masters,New York,Unemployed,0,4.599219528395881,High Risk,Expert,Medium"
"38,10935.0,13121.0,418.0,33,Female,Masters,New York,Self-Employed,0,0.8333968447526865,High Risk,Expert,Low"
"32,42118.0,30397.0,776.0,39,Female,Phd,New York,Self-Employed,1,1.385597262887785,Low Risk,Expert,Medium"
"69,39536.0,20298.0,402.0,10,Male,Phd,New York,Self-Employed,0,1.9477781062173614,High Risk,Mid,Medium"
"44,35689.0,12770.0,632.0,25,Female,Bachelors,San Francisco,Self-Employed,0,2.794753328112764,Low Risk,Expert,Medium"
"67,43772.0,21495.0,758.0,0,Female,High School,San Francisco,Self-Employed,1,2.0363805536171204,Low Risk,,Medium"
"48,33106.0,8243.0,429.0,29,Male,High School,Houston,Salaried,0,4.016256217396579,High Risk,Expert,Medium"
"32,53228.0,23059.0,433.0,17,Male,Masters,San Francisco,Self-Employed,0,2.3083394769937984,High Risk,Senior,Medium"
"68,61498.0,28859.0,456.0,25,Female,Bachelors,Houston,Self-Employed,0,2.1309816694965176,High Risk,Expert,High"
"40,60206.0,25294.0,724.0,8,Male,High School,New York,Unemployed,0,2.380248280224559,Low Risk,Mid,High"
"41,47931.0,37262.0,734.0,8,Male,Bachelors,Houston,Unemployed,0,1.2863238688207825,Low Risk,Mid,Medium"
"61,79989.0,4493.0,579.0,0,Male,Phd,Houston,Salaried,0,17.803026930781215,High Risk,,High"
"30,67100.0,21016.0,617.0,6,Male,High School,San Francisco,Self-Employed,1,3.1928054815378757,Low Risk,Mid,High"
"39,48477.0,9252.0,804.0,15,Female,Phd,New York,Self-Employed,1,5.2396238651102465,Low Risk,Senior,Medium"
"60,42766.0,18614.0,489.0,37,Male,Masters,Chicago,Unemployed,0,2.2975179972064037,High Risk,Expert,Medium"
"54,70070.0,20012.0,710.0,10,Female,Masters,San Francisco,Unemployed,0,3.5013991605036976,Low Risk,Mid,High"
"50,65114.0,38239.0,351.0,24,Male,Phd,San Francisco,Unemployed,0,1.7028164962472867,High Risk,Expert,High"
"20,28844.0,19522.0,745.0,28,Male,Masters,Chicago,Self-Employed,0,1.4775125499436532,Low Risk,Expert,Low"
"36,66287.0,19373.0,743.0,18,Female,Phd,New York,Self-Employed,1,3.4216177153770713,Low Risk,Senior,High"
"40,47684.0,28041.0,681.0,17,Male,Phd,Chicago,Salaried,1,1.7005099675475197,Low Risk,Senior,Medium"
"46,37086.0,19577.0,673.0,28,Male,Phd,Houston,Unemployed,0,1.8943658374623282,Low Risk,Expert,Medium"
"47,20312.0,34649.0,579.0,15,Female,Masters,Chicago,Unemployed,0,0.5862218245836821,High Risk,Senior,Low"
"56,45966.0,25357.0,688.0,39,Female,Masters,New York,Unemployed,1,1.8127538746697165,Low Risk,Expert,Medium"
"61,49817.0,26628.0,778.0,7,Female,Masters,New York,Unemployed,0,1.8708502328376146,Low Risk,Mid,Medium"
"64,73810.0,5059.0,703.0,33,Male,Phd,Chicago,Unemployed,0,14.589839889306187,Low Risk,Expert,High"
"42,64359.0,35882.0,767.0,5,Male,Bachelors,San Francisco,Self-Employed,1,1.7936291176634525,Low Risk,Junior,High"
"54,41257.0,14748.0,804.0,29,Male,Masters,Chicago,Self-Employed,1,2.7974640629237864,Low Risk,Expert,Medium"
"64,55840.0,19922.0,382.0,33,Female,Bachelors,Houston,Unemployed,0,2.8029314325870898,High Risk,Expert,Medium"
"25,62394.0,14778.0,618.0,20,Male,Masters,Chicago,Unemployed,0,4.22208688591149,Low Risk,Senior,High"
"59,51289.0,11806.0,366.0,11,Female,High School,Chicago,Self-Employed,0,4.344316449263086,High Risk,Senior,Medium"
"33,41193.0,10383.0,713.0,5,Female,High School,Chicago,Self-Employed,1,3.9673504767408265,Low Risk,Junior,Medium"
"25,42017.0,20826.0,752.0,38,Female,High School,Houston,Salaried,1,2.0175261692115622,Low Risk,Expert,Medium"
"18,55782.0,4241.0,497.0,5,Female,Bachelors,Chicago,Self-Employed,0,13.153029945767507,High Risk,Junior,Medium"
"61,56195.0,18058.0,558.0,3,Female,Masters,San Francisco,Salaried,0,3.1119171558312106,High Risk,Junior,Medium"
"22,45606.0,28462.0,597.0,8,Male,Phd,Houston,Unemployed,0,1.6023469889677464,High Risk,Mid,Medium"
"20,10713.0,25056.0,579.0,4,Female,Bachelors,San Francisco,Unemployed,0,0.42756226053639845,High Risk,Junior,Low"
"18,30642.0,23459.0,599.0,9,Female,Masters,Houston,Unemployed,0,1.3061937849013172,High Risk,Mid,Medium"
"21,59295.0,12837.0,428.0,7,Female,High School,New York,Self-Employed,0,4.619069876139285,High Risk,Mid,Medium"
"57,18037.0,7311.0,797.0,22,Female,Bachelors,New York,Self-Employed,0,2.467104363288196,Low Risk,Expert,Low"
"52,49488.0,28334.0,737.0,3,Male,Masters,Houston,Unemployed,0,1.7465941977835815,Low Risk,Junior,Medium"
"49,49488.0,16408.0,591.0,36,Male,Phd,Houston,Unemployed,0,3.016089712335446,High Risk,Expert,Medium"
"59,50616.0,19335.0,506.0,6,Male,Bachelors,Houston,Salaried,0,2.617843289371606,High Risk,Mid,Medium"
"51,58969.0,18419.0,593.0,5,Female,Bachelors,New York,Self-Employed,0,3.2015310277430915,High Risk,Junior,Medium"
"60,57932.0,25379.0,328.0,14,Male,Bachelors,Houston,Self-Employed,0,2.282674652271563,High Risk,Senior,Medium"
"42,48247.0,34747.0,478.0,34,Male,High School,New York,Salaried,0,1.388522750165482,High Risk,Expert,Medium"
"27,29392.0,31699.0,340.0,31,Female,High School,New York,Unemployed,0,0.927221678917316,High Risk,Expert,Low"
"38,64509.0,1342.0,769.0,13,Female,High School,Houston,Unemployed,0,48.06929955290611,Low Risk,Senior,High"
"63,71108.0,17532.0,579.0,34,Female,Phd,Houston,Self-Employed,0,4.055897786903947,High Risk,Expert,High"
"56,31871.0,9226.0,643.0,10,Female,High School,Houston,Self-Employed,0,3.454476479514416,Low Risk,Mid,Medium"
"44,28831.0,27507.0,577.0,9,Female,Phd,New York,Unemployed,0,1.0481332024575563,High Risk,Mid,Low"
"44,47948.0,20032.0,654.0,16,Male,Phd,Chicago,Salaried,1,2.3935702875399363,Low Risk,Senior,Medium"
"19,40607.0,24849.0,828.0,12,Male,Phd,Houston,Salaried,0,1.634150267616403,Low Risk,Senior,Medium"
"58,52174.0,16847.0,385.0,33,Male,High School,Chicago,Salaried,0,3.0969312043687305,High Risk,Expert,Medium"
"65,68120.0,11685.0,616.0,4,Male,Masters,Chicago,Self-Employed,1,5.829696191698759,Low Risk,Junior,High"
"30,16315.0,13054.0,636.0,9,Male,Phd,Chicago,Salaried,0,1.2498084878198252,Low Risk,Mid,Low"
"26,73719.0,7736.0,444.0,31,Female,Masters,San Francisco,Self-Employed,0,9.529343329886245,High Risk,Expert,High"
"69,43900.0,9891.0,614.0,11,Male,Phd,Chicago,Self-Employed,1,4.438378323728642,Low Risk,Senior,Medium"
"53,57677.0,8206.0,524.0,12,Male,High School,Chicago,Unemployed,0,7.028637582256885,High Risk,Senior,Medium"
"39,59281.0,11714.0,722.0,20,Male,High School,New York,Unemployed,0,5.060696602356155,Low Risk,Senior,Medium"
"59,61030.0,11262.0,353.0,32,Male,High School,San Francisco,Salaried,0,5.419108506481975,High Risk,Expert,High"
"43,49488.0,23153.0,367.0,31,Male,Bachelors,New York,Salaried,0,2.137433593918715,High Risk,Expert,Medium"
"29,54433.0,22839.0,633.0,11,Female,High School,New York,Self-Employed,1,2.383335522571041,Low Risk,Senior,Medium"
"34,54335.0,23144.0,376.0,34,Female,Masters,Chicago,Unemployed,0,2.3476927065330107,High Risk,Expert,Medium"
"31,40546.0,29400.0,838.0,35,Male,Phd,New York,Unemployed,0,1.3791156462585035,Low Risk,Expert,Medium"
"31,23629.0,19373.0,454.0,37,Female,Masters,Houston,Self-Employed,0,1.2196871935167501,High Risk,Expert,Low"
"51,31712.0,13753.0,371.0,27,Male,Bachelors,Chicago,Salaried,0,2.3058241838144404,High Risk,Expert,Medium"
"37,48436.0,37691.0,800.0,12,Male,Masters,Houston,Salaried,1,1.2850813191478072,Low Risk,Senior,Medium"
"28,38198.0,27245.0,746.0,11,Female,Phd,Chicago,Self-Employed,0,1.402018719031015,Low Risk,Senior,Medium"
"33,38233.0,21219.0,658.0,21,Female,Phd,Chicago,Unemployed,0,1.8018285498845374,Low Risk,Expert,Medium"
"68,76989.0,20663.0,576.0,1,Female,High School,Chicago,Self-Employed,0,3.7259352465760056,High Risk,Fresher,High"
"48,62883.0,22317.0,612.0,28,Male,Bachelors,San Francisco,Self-Employed,1,2.8177174351391314,Low Risk,Expert,High"
"23,46219.0,18383.0,404.0,12,Male,Bachelors,Chicago,Salaried,0,2.5142250992765054,High Risk,Senior,Medium"
"36,60081.0,21026.0,394.0,34,Male,Masters,Houston,Unemployed,0,2.8574621896699326,High Risk,Expert,High"
"54,43696.0,23995.0,518.0,12,Female,High School,Chicago,Salaried,0,1.8210460512606792,High Risk,Senior,Medium"
"21,51661.0,14188.0,427.0,33,Female,Bachelors,Chicago,Salaried,0,3.6411756413870875,High Risk,Expert,Medium"
"64,56624.0,6927.0,499.0,18,Male,High School,New York,Unemployed,0,8.17439006785044,High Risk,Senior,Medium"
"21,43736.0,3395.0,631.0,8,Female,Phd,Chicago,Salaried,1,12.882474226804124,Low Risk,Mid,Medium"
"37,39721.0,27103.0,846.0,30,Female,Bachelors,Chicago,Self-Employed,0,1.4655573183780393,Low Risk,Expert,Medium"
"27,68359.0,7337.0,591.0,32,Male,Masters,Chicago,Self-Employed,0,9.317023306528554,High Risk,Expert,High"
"41,59212.0,23723.0,365.0,26,Female,Masters,Chicago,Unemployed,0,2.4959743708637188,High Risk,Expert,Medium"
"52,16181.0,10765.0,703.0,1,Female,Masters,Chicago,Self-Employed,1,1.503111936832327,Low Risk,Fresher,Low"
"43,39978.0,10894.0,445.0,14,Male,High School,Chicago,Self-Employed,1,3.669726454929319,High Risk,Senior,Medium"
"54,38281.0,14254.0,829.0,18,Male,Bachelors,San Francisco,Self-Employed,0,2.6856321032692576,Low Risk,Senior,Medium"
"55,40683.0,21553.0,701.0,30,Male,Bachelors,Houston,Self-Employed,1,1.8875794552962464,Low Risk,Expert,Medium"
"38,62936.0,9691.0,424.0,15,Female,Phd,San Francisco,Salaried,0,6.494273036838304,High Risk,Senior,High"
"57,50288.0,15065.0,813.0,14,Male,Phd,Houston,Self-Employed,1,3.3380683703949554,Low Risk,Senior,Medium"
"56,29156.0,19794.0,631.0,5,Female,Phd,San Francisco,Unemployed,0,1.4729716075578458,Low Risk,Junior,Low"
"38,44252.0,10318.0,779.0,13,Male,Masters,Chicago,Salaried,1,4.28881566194999,Low Risk,Senior,Medium"
"27,58126.0,31426.0,697.0,26,Male,Masters,San Francisco,Self-Employed,1,1.8496149684974226,Low Risk,Expert,Medium"
"55,46705.0,6220.0,329.0,37,Male,Bachelors,Houston,Self-Employed,1,7.508842443729904,High Risk,Expert,Medium"
"63,40330.0,18255.0,355.0,18,Female,Phd,New York,Unemployed,0,2.2092577376061353,High Risk,Senior,Medium"
"21,54968.0,30180.0,431.0,36,Male,Masters,New York,Salaried,0,1.8213386348575216,High Risk,Expert,Medium"
"62,74273.0,9404.0,530.0,3,Male,Phd,Chicago,Self-Employed,0,7.898022118247554,High Risk,Junior,High"
"37,56921.0,19123.0,694.0,25,Female,Phd,Chicago,Unemployed,0,2.9765727134863775,Low Risk,Expert,Medium"
"34,69514.0,21063.0,451.0,8,Female,Bachelors,Houston,Salaried,0,3.300289607368371,High Risk,Mid,High"
"24,41336.0,13546.0,801.0,39,Male,Bachelors,New York,Salaried,1,3.0515281263841723,Low Risk,Expert,Medium"
"21,49875.0,19380.0,805.0,14,Male,Masters,Chicago,Self-Employed,1,2.573529411764706,Low Risk,Senior,Medium"
"46,49572.0,24492.0,685.0,36,Male,Bachelors,San Francisco,Unemployed,0,2.0240078392944634,Low Risk,Expert,Medium"
"31,51780.0,16263.0,832.0,3,Female,Phd,San Francisco,Unemployed,0,3.1839144069359895,Low Risk,Junior,Medium"
"20,56608.0,26115.0,747.0,25,Female,Bachelors,New York,Self-Employed,1,2.167643116982577,Low Risk,Expert,Medium"
"41,36215.0,23142.0,425.0,17,Male,Phd,Houston,Self-Employed,0,1.5649036384063608,High Risk,Senior,Medium"
"54,59710.0,15337.0,788.0,34,Male,Phd,Chicago,Self-Employed,1,3.8931994523048834,Low Risk,Expert,Medium"
"33,25582.0,29020.0,745.0,28,Male,Masters,Chicago,Unemployed,0,0.8815299793246038,Low Risk,Expert,Low"
"69,29964.0,14073.0,769.0,23,Male,Masters,Chicago,Salaried,0,2.129183542954594,Low Risk,Expert,Low"
"21,82034.0,26847.0,648.0,3,Female,Masters,New York,Self-Employed,1,3.0556114277200432,Low Risk,Junior,High"
"41,42348.0,14216.0,807.0,20,Female,Phd,San Francisco,Self-Employed,1,2.9788970174451324,Low Risk,Senior,Medium"
"51,49488.0,17471.0,756.0,38,Female,Bachelors,Houston,Salaried,1,2.8325797035086717,Low Risk,Expert,Medium"
"47,49488.0,18699.0,684.0,6,Male,Masters,New York,Salaried,1,2.6465586394994385,Low Risk,Mid,Medium"
